,#,open_score,close_score,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2016-05-10,46,0.123425,0.0,2515.0,2533.95,2496.0,2522.9,2522.9,579267.0,14572.24
2016-05-11,47,0.1238,0.0,2500.0,2525.6,2490.0,2524.8,2518.3,799358.0,20096.48
2016-05-16,48,0.11003500000000002,0.0,2538.0,2564.8,2522.5,2552.75,2551.15,555763.0,14135.23
2016-05-19,49,-0.21705,0.0,2555.0,2560.0,2526.1,2555.0,2556.95,519396.0,13236.92
2016-05-20,50,0.186525,0.0617375,2542.3,2565.8,2522.8,2529.9,2529.3,615459.0,15650.58
2016-05-23,51,0.0,0.2274,2544.0,2545.9,2480.2,2483.0,2491.45,766508.0,19240.37
2016-05-24,52,0.1809,0.0,2484.0,2488.25,2459.6,2468.6,2467.7,669579.0,16522.76
2016-05-26,53,0.2324333333333333,0.0,2530.0,2564.9,2505.1,2560.0,2548.7,971624.0,24652.03
2016-05-27,54,0.0,0.0,2553.15,2579.85,2550.6,2577.0,2572.65,552338.0,14178.15
2016-05-30,55,0.2337,0.0,2583.0,2641.95,2582.0,2636.05,2636.4,674732.0,17661.12
2016-05-31,56,0.0,0.0,2640.0,2647.0,2562.0,2567.5,2569.4,1861304.0,48047.09
2016-06-02,57,0.0,0.0,2600.0,2654.3,2600.0,2654.0,2650.15,704378.0,18566.99
2016-06-03,58,0.0286,0.0,2651.4,2658.0,2620.5,2628.0,2629.55,777461.0,20461.79
2016-06-06,59,0.039205000000000004,0.0,2620.5,2639.0,2603.2,2610.0,2612.5,661013.0,17309.2
2016-06-09,60,0.2146142857142857,0.0,2622.4,2622.4,2555.2,2581.9,2577.25,781069.0,20160.43
2016-06-10,61,0.14468035714285715,0.0,2566.0,2603.25,2553.2,2554.0,2555.75,698416.0,17960.98
2016-06-13,63,0.15127083333333333,0.0,2540.0,2553.35,2518.0,2545.25,2547.0,514989.0,13071.71
2016-06-14,64,0.0,-0.121575,2558.95,2558.95,2518.25,2540.0,2534.85,488785.0,12373.44
2016-06-17,65,-0.23175,0.0,2559.0,2610.0,2559.0,2600.0,2602.6,939494.0,24333.37
2016-06-20,66,0.21218,0.0,2602.6,2668.0,2591.8,2657.0,2659.3,936419.0,24787.79
2016-06-22,67,0.0,0.08114166666666668,2650.0,2677.7,2631.75,2661.05,2667.65,880856.0,23432.05
2016-06-23,68,0.0,0.0,2655.0,2659.5,2625.3,2644.45,2645.35,698507.0,18460.03
2016-06-24,69,0.198095,0.0,2565.15,2593.2,2514.15,2568.0,2573.95,1883293.0,48196.31
2016-06-27,70,0.243975,0.0,2547.0,2547.0,2482.65,2496.7,2495.85,2136283.0,53389.93
2016-06-29,71,0.0,0.0,2475.0,2512.5,2465.3,2500.0,2502.9,1265632.0,31503.12
2016-07-04,73,0.0,0.21595,2516.0,2525.85,2482.0,2485.35,2494.2,941742.0,23618.13
2016-07-08,75,0.236025,0.0,2435.0,2442.05,2403.5,2430.1,2426.6,1228178.0,29794.2
2016-07-11,77,0.0003958333333333268,0.0,2430.0,2471.8,2427.0,2469.0,2464.15,771816.0,18949.4
2016-07-12,78,0.0,0.0,2471.7,2475.0,2435.85,2463.5,2464.95,732768.0,18002.5
2016-07-15,79,0.1188375,0.12275,2517.0,2527.8,2426.55,2445.0,2445.35,4168183.0,102712.19
2016-07-18,81,0.18043333333333333,0.0,2447.0,2469.0,2430.6,2431.15,2433.45,1299425.0,31766.42
2016-07-21,82,0.214509375,0.0,2489.5,2519.5,2464.45,2506.0,2506.05,1263574.0,31489.24
2016-07-22,83,0.2467694444444445,0.0,2498.9,2524.0,2492.0,2514.95,2515.1,758608.0,19044.87
2016-07-25,84,0.16282083333333333,0.0,2512.0,2563.2,2505.8,2555.0,2558.95,844398.0,21446.39
2016-07-26,85,0.16620833333333332,0.0,2558.95,2568.0,2533.0,2550.0,2552.6,1155645.0,29443.63
2016-07-28,86,0.2434625,0.0,2580.5,2629.55,2577.05,2614.2,2619.25,2316040.0,60257.27
2016-07-29,87,-6.666666666666858e-05,-0.07235,2614.0,2634.9,2599.0,2624.9,2619.3,1244042.0,32579.01
2016-08-01,90,0.0,0.0,2632.0,2725.0,2632.0,2702.6,2708.25,1980852.0,53417.17
2016-08-02,91,-0.0179,0.0,2702.9,2715.7,2689.8,2703.8,2699.2,1289081.0,34839.35
2016-08-03,92,0.0,0.0,2686.0,2699.0,2649.05,2649.05,2656.3,1147351.0,30593.57
2016-08-05,93,0.07584166666666667,0.0,2673.9,2684.3,2632.0,2643.45,2649.1,934242.0,24825.22
2016-08-08,94,0.0,0.0,2640.0,2668.0,2629.05,2655.0,2649.5,1029122.0,27290.6
2016-08-09,95,0.245475,0.0,2658.0,2659.8,2578.85,2654.45,2650.2,1130957.0,29923.03
2016-08-11,96,0.0,0.0,2665.55,2715.0,2665.55,2706.85,2709.9,1116569.0,30175.07
2016-08-12,97,-0.04828333333333334,0.0,2705.0,2744.8,2702.05,2740.0,2738.45,1163679.0,31801.76
2016-08-16,99,0.0,0.0,2738.0,2740.0,2673.85,2700.0,2691.7,1591877.0,43127.76
2016-08-19,100,0.236625,0.0,2640.0,2646.45,2600.0,2602.6,2603.5,1208122.0,31540.28
2016-08-23,103,0.244175,0.0,2544.95,2604.95,2540.2,2600.4,2601.05,751687.0,19494.29
2016-08-24,104,0.0,-0.2377,2589.8,2602.0,2569.05,2570.65,2572.05,558439.0,14405.93
2016-08-25,105,0.22935,0.0,2580.0,2589.7,2526.0,2550.35,2551.05,969845.0,24730.29
2016-08-26,106,0.2294125,0.0,2559.8,2572.55,2517.2,2527.25,2524.95,625157.0,15859.06
2016-08-30,108,0.2469,0.0,2510.0,2549.8,2501.25,2544.9,2544.15,722013.0,18241.67
2016-09-02,109,0.2493,0.0,2512.0,2519.4,2496.05,2511.0,2514.8,871165.0,21866.19
2016-09-08,111,0.18556875,0.0,2360.0,2360.0,2284.75,2327.7,2322.1,3510758.0,81207.74
2016-09-09,112,0.246225,0.0,2329.7,2366.65,2320.05,2352.0,2352.45,1371219.0,32193.7
2016-09-12,114,0.2488625,0.0,2337.0,2363.95,2324.0,2358.0,2359.05,1012227.0,23837.8
2016-09-14,115,0.172,0.0,2362.0,2377.6,2310.0,2332.0,2328.45,1034929.0,24120.58
2016-09-16,116,0.0,0.0,2336.7,2376.0,2320.0,2368.0,2361.7,2179002.0,51120.9
2016-09-19,118,0.0,0.0,2365.0,2427.0,2350.0,2411.0,2411.45,1401273.0,33715.15
2016-09-20,119,0.04150416666666667,0.0416,2411.0,2416.9,2385.4,2410.0,2406.5,592276.0,14208.97
2016-09-22,120,0.10226875,0.08268611111111111,2425.25,2428.0,2371.1,2380.0,2378.0,1428787.0,34179.32
2016-09-23,121,0.12215833333333333,0.06228125,2382.0,2403.85,2371.15,2400.0,2398.1,900363.0,21556.62
2016-09-26,124,0.0,0.0,2401.1,2419.1,2395.0,2395.1,2401.1,876738.0,21109.51
2016-09-27,125,0.0,0.08250833333333334,2401.1,2448.0,2401.1,2437.0,2436.1,1019396.0,24818.15
2016-09-28,126,0.0,0.0,2431.0,2437.5,2415.2,2425.0,2423.05,865664.0,20982.67
2016-09-29,127,0.098975,0.049464999999999995,2435.0,2456.5,2419.6,2437.0,2437.8,1801979.0,43894.8
2016-09-30,128,0.050415,0.06244375,2437.05,2449.8,2423.1,2432.2,2430.8,1087682.0,26458.42
2016-10-03,131,0.18109375,0.0,2450.0,2457.65,2401.1,2407.5,2411.7,909440.0,21982.2
2016-10-04,132,0.10232142857142856,0.046453571428571434,2420.0,2425.05,2398.0,2407.0,2405.15,890359.0,21442.94
2016-10-05,133,0.20098928571428568,0.0,2408.0,2415.4,2376.1,2386.0,2386.35,588177.0,14054.42
2016-10-06,134,0.125321875,0.0,2395.0,2402.4,2372.75,2386.85,2388.75,1133786.0,27043.91
2016-10-07,135,0.15531666666666666,0.0,2388.0,2388.0,2358.2,2370.0,2367.8,908256.0,21500.8
2016-10-10,137,0.2455625,0.0,2369.9,2386.9,2355.05,2380.0,2380.3,601071.0,14257.81
2016-10-13,140,0.1446578947368421,0.035246428571428574,2363.3,2369.9,2320.9,2334.0,2328.9,2586667.0,60466.75
2016-10-14,141,0.057999999999999996,0.02450384615384616,2315.0,2387.0,2291.0,2370.6,2366.2,3870607.0,90727.67
2016-10-17,144,0.10283035714285714,0.02798958333333333,2368.9,2375.8,2344.4,2374.95,2362.45,1364173.0,32216.32
2016-10-18,145,0.027002777777777785,-0.026221875,2376.0,2415.7,2354.8,2398.6,2400.2,1064316.0,25323.75
2016-10-19,146,0.08097380952380953,0.0673625,2401.0,2410.0,2370.3,2390.0,2395.1,992529.0,23700.39
2016-10-20,147,0.07619615384615384,0.04520227272727273,2396.9,2409.35,2386.0,2403.0,2401.15,632927.0,15183.12
2016-10-21,148,0.15031406249999998,0.0,2400.0,2431.9,2398.25,2430.0,2428.65,629830.0,15241.92
2016-10-24,151,0.0,0.041620833333333336,2428.2,2434.9,2402.55,2433.0,2427.7,626595.0,15163.51
2016-10-25,152,0.122305,0.01852,2405.0,2414.6,2381.0,2400.0,2398.45,886233.0,21278.66
2016-10-26,153,0.0680175,0.059010000000000014,2398.6,2402.75,2372.5,2383.0,2396.25,718565.0,17157.89
2016-10-27,154,0.12484891304347827,0.0469453125,2379.7,2429.5,2365.5,2401.1,2418.1,1470801.0,35268.1
2016-10-28,155,0.09063714285714286,0.03302211538461538,2410.0,2415.1,2388.0,2398.0,2398.7,876051.0,21026.43
2016-11-01,158,0.06583229166666668,0.04919090909090909,2399.7,2399.7,2334.15,2359.05,2350.0,1467388.0,34801.53
2016-11-02,159,0.15738958333333336,0.04950526315789473,2341.0,2344.0,2295.0,2298.75,2304.05,1162538.0,26913.31
2016-11-03,160,0.11832708333333332,0.05794791666666666,2294.0,2335.0,2284.5,2320.0,2319.45,731655.0,16938.92
2016-11-04,161,0.096775,0.035763157894736844,2320.0,2336.15,2294.0,2330.0,2330.55,591876.0,13690.87
2016-11-07,164,0.08573611111111111,0.05895625,2337.9,2344.9,2260.05,2266.0,2277.05,1024026.0,23515.96
2016-11-08,165,0.04295555555555555,0.05280192307692308,2280.45,2307.0,2260.0,2289.6,2283.2,966817.0,22058.48
2016-11-09,166,0.12952771739130434,-0.0041475,2180.0,2275.0,2142.85,2185.8,2169.85,2250113.0,49248.85
2016-11-10,167,0.07072734375,0.023893333333333332,2204.8,2217.5,2140.8,2147.05,2155.45,1086213.0,23747.45
2016-11-11,168,0.08607796610169491,0.03116055555555555,2147.05,2147.05,2086.2,2120.0,2101.15,1199212.0,25306.23
2016-11-15,172,0.17017755102040816,0.0,2116.9,2157.55,2051.9,2138.35,2121.3,3145162.0,66582.68
2016-11-16,173,0.06063125,0.0,2145.1,2208.9,2138.0,2187.65,2189.6,2009979.0,44008.63
2016-11-17,174,-0.12765,0.0,2185.0,2208.6,2130.15,2134.05,2137.2,1252344.0,27094.91
2016-11-24,175,0.14033125,0.0,2154.9,2207.6,2137.0,2205.0,2188.45,1513117.0,33067.74
2016-11-25,176,0.11613125,0.0,2212.0,2307.25,2192.2,2299.8,2300.35,2138074.0,48582.38
2016-12-01,177,0.1605,0.0,2277.0,2290.0,2254.05,2267.0,2263.45,561526.0,12751.01
2016-12-02,178,0.24308125,0.0,2258.0,2270.8,2205.2,2229.0,2221.85,999016.0,22313.66
2016-12-07,179,0.0,0.1245375,2182.2,2184.45,2145.65,2157.9,2154.55,1032853.0,22354.17
2016-12-08,180,0.0,0.245825,2160.5,2199.0,2160.0,2195.0,2195.75,1619773.0,35404.55
2016-12-09,181,0.11367291666666668,0.0004074999999999996,2205.0,2219.9,2173.3,2193.6,2195.25,794359.0,17469.69
2016-12-12,184,0.0,0.04903125,2194.8,2217.6,2163.0,2210.0,2208.2,655879.0,14418.38
2016-12-13,185,0.0,0.052705,2218.0,2218.0,2183.0,2210.75,2200.3,1073767.0,23619.01
2016-12-14,186,0.196225,0.0,2214.0,2224.7,2189.0,2208.8,2207.6,935183.0,20641.59
2016-12-15,187,0.24745,0.0,2202.0,2272.1,2202.0,2256.5,2259.3,2147705.0,48484.14
2016-12-16,188,0.0957375,0.0,2277.0,2290.0,2252.0,2284.8,2282.65,993615.0,22612.3
2016-12-19,190,0.026008333333333338,0.0,2280.0,2297.7,2261.3,2285.0,2288.9,667105.0,15174.0
2016-12-20,191,0.08260416666666666,0.017664999999999997,2292.0,2345.0,2287.05,2340.0,2339.3,1461380.0,33943.34
2016-12-21,192,-0.032067857142857134,0.0,2343.8,2343.8,2305.6,2312.0,2313.6,1017451.0,23589.59
2016-12-22,193,0.18551363636363635,0.09511,2306.0,2325.0,2286.2,2315.6,2307.7,934150.0,21541.6
2016-12-23,194,0.14235,-0.006520000000000003,2300.0,2317.75,2278.8,2285.0,2288.1,559477.0,12841.27
2016-12-26,197,0.226175,0.0,2266.0,2301.6,2266.0,2296.85,2293.1,448704.0,10278.02
2016-12-29,198,0.0,-0.2284,2303.0,2359.9,2303.0,2355.0,2351.7,981758.0,23034.45
2016-12-30,199,0.0,0.1227375,2354.9,2378.6,2345.65,2366.55,2365.55,702874.0,16634.48
2017-01-02,200,0.0,0.0,2366.6,2375.1,2352.4,2360.0,2361.35,411566.0,9736.27
2017-01-03,201,0.071875,0.10075,2361.25,2371.7,2343.3,2361.0,2368.25,737662.0,17394.32
2017-01-04,202,0.0,0.17865833333333336,2369.7,2388.85,2358.3,2377.95,2379.5,710033.0,16857.75
2017-01-05,203,0.19562,0.0,2384.0,2389.95,2320.4,2334.0,2334.4,1108202.0,26058.74
2017-01-06,204,0.093196875,-0.031141666666666668,2321.0,2329.35,2257.1,2284.0,2281.4,1504948.0,34425.89
2017-01-09,205,0.12006999999999995,0.05528055555555556,2275.0,2311.3,2257.0,2308.0,2303.7,927289.0,21183.04
2017-01-10,206,0.04489711538461538,0.059582954545454536,2304.0,2329.8,2291.5,2314.0,2315.35,766957.0,17740.98
2017-01-11,207,0.08781363636363636,0.11304210526315787,2315.0,2329.6,2280.2,2325.0,2324.4,965648.0,22292.27
2017-01-12,208,0.07146730769230769,0.03801346153846154,2324.4,2360.0,2304.0,2347.0,2344.35,1285187.0,30004.96
2017-01-13,209,0.05213333333333334,0.091984375,2348.0,2357.95,2237.85,2250.0,2249.3,5117790.0,116517.77
2017-01-16,212,0.12563636363636366,0.02413088235294117,2250.0,2273.9,2228.0,2261.8,2258.55,1682404.0,37954.29
2017-01-17,213,0.06661785714285715,0.11922708333333333,2254.9,2287.8,2252.8,2280.0,2278.75,1504978.0,34270.02
2017-01-18,214,0.1101482142857143,-0.024611111111111108,2278.0,2298.0,2265.45,2295.0,2295.1,1568287.0,35793.02
2017-01-19,215,0.07991805555555555,0.10754423076923077,2295.0,2295.15,2282.95,2290.0,2291.0,1125838.0,25774.01
2017-01-20,216,0.08105380434782608,0.00126875,2287.0,2300.0,2265.0,2288.0,2285.35,1018623.0,23255.92
2017-01-23,219,0.09982872340425533,0.01189722222222222,2265.0,2313.5,2259.8,2307.1,2306.7,1159273.0,26640.66
2017-01-24,220,0.11608214285714287,0.07098295454545454,2304.0,2323.0,2290.0,2320.0,2318.35,1141319.0,26366.71
2017-01-25,221,0.06507115384615385,0.012846590909090915,2322.6,2360.0,2318.05,2357.0,2353.0,2055824.0,48151.0
2017-01-27,223,0.058087037037037034,0.06584305555555556,2345.05,2378.75,2345.05,2359.0,2357.8,1435829.0,33950.68
2017-01-30,226,0.11673599999999999,0.05198648648648649,2341.0,2351.95,2318.15,2338.85,2332.9,1288978.0,30065.38
2017-01-31,227,0.09670783582089552,0.03691442307692308,2320.0,2332.05,2200.05,2232.0,2229.8,2333402.0,52303.22
2017-02-01,228,0.023794,0.10461500000000001,2220.0,2239.95,2155.55,2164.9,2167.9,2432076.0,52917.12
2017-02-02,229,0.04616357142857143,0.02998359375,2170.05,2219.0,2153.0,2204.45,2207.65,3004741.0,65535.91
2017-02-03,230,0.05561130952380953,0.03601923076923077,2209.7,2243.0,2191.0,2238.8,2232.55,1076686.0,23919.54
